timestamp_web,level_web,component_web,line_num_web,raw_message_web,method,path,status,latency_ms,user_id,request_id,timestamp_worker,level_worker,component_worker,line_num_worker,raw_message_worker,job_status,error_type,duration_ms,err,upstream,_merge,correlation_status
2026-07-02 21:07:32.046,INFO,request,91874,method=GET path=/products status=200 latency_ms=42 user_id=99180 request_id=00000a3ac24b7f14,GET,/products,200.0,42.0,99180.0,00000a3ac24b7f14,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 10:16:34.646,INFO,request,15375,method=POST path=/cart status=200 latency_ms=41 user_id=45247 request_id=0000fd49a108c89b,POST,/cart,200.0,41.0,45247.0,0000fd49a108c89b,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 11:23:09.592,INFO,request,21900,method=GET path=/products status=200 latency_ms=85 user_id=37243 request_id=0001218198a5e85e,GET,/products,200.0,85.0,37243.0,0001218198a5e85e,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 21:06:29.498,INFO,request,91787,method=GET path=/products status=200 latency_ms=73 user_id=39886 request_id=00014784a5106572,GET,/products,200.0,73.0,39886.0,00014784a5106572,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 20:17:10.677,INFO,request,86193,method=GET path=/products status=200 latency_ms=50 user_id=85065 request_id=00045109e53ba683,GET,/products,200.0,50.0,85065.0,00045109e53ba683,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 22:41:49.221,INFO,request,98607,method=GET path=/product/75232 status=200 latency_ms=51 user_id=38862 request_id=00045e7fc1a19fbd,GET,/product/75232,200.0,51.0,38862.0,00045e7fc1a19fbd,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 20:49:20.363,INFO,request,89979,method=GET path=/products status=200 latency_ms=38 user_id=75186 request_id=0004682111ba2c58,GET,/products,200.0,38.0,75186.0,0004682111ba2c58,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 10:26:09.699,INFO,request,16298,method=GET path=/products status=200 latency_ms=16 user_id=42633 request_id=00050ce96759ebac,GET,/products,200.0,16.0,42633.0,00050ce96759ebac,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 21:45:47.007,INFO,request,95068,method=GET path=/products status=200 latency_ms=120 user_id=14603 request_id=00060ab99133ab51,GET,/products,200.0,120.0,14603.0,00060ab99133ab51,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 18:44:22.413,INFO,request,73747,method=POST path=/cart status=200 latency_ms=53 user_id=97462 request_id=000633cd9c4a57f5,POST,/cart,200.0,53.0,97462.0,000633cd9c4a57f5,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 15:16:03.902,INFO,request,48178,method=GET path=/api/user status=200 latency_ms=26 user_id=20923 request_id=0006bd7510c66493,GET,/api/user,200.0,26.0,20923.0,0006bd7510c66493,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 23:19:43.941,INFO,request,100253,method=GET path=/api/user status=200 latency_ms=52 user_id=27517 request_id=000729f76775f79d,GET,/api/user,200.0,52.0,27517.0,000729f76775f79d,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 16:26:46.637,INFO,request,56064,method=GET path=/products status=200 latency_ms=44 user_id=41728 request_id=0007a6a56fd6419a,GET,/products,200.0,44.0,41728.0,0007a6a56fd6419a,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 18:46:37.361,INFO,request,74049,method=GET path=/product/60739 status=200 latency_ms=21 user_id=83709 request_id=0007c2f91bb2b261,GET,/product/60739,200.0,21.0,83709.0,0007c2f91bb2b261,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 01:28:33.423,INFO,request,1298,method=GET path=/api/user status=200 latency_ms=37 user_id=47420 request_id=0009d60c74a163ac,GET,/api/user,200.0,37.0,47420.0,0009d60c74a163ac,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 17:40:38.026,INFO,request,65068,method=GET path=/products status=200 latency_ms=22 user_id=71300 request_id=000aa49a2c4c9783,GET,/products,200.0,22.0,71300.0,000aa49a2c4c9783,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 22:18:01.810,INFO,request,97307,method=GET path=/search status=200 latency_ms=68 user_id=62855 request_id=000c84451b8bcb42,GET,/search,200.0,68.0,62855.0,000c84451b8bcb42,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 09:47:05.276,INFO,request,12865,method=POST path=/cart status=200 latency_ms=15 user_id=83216 request_id=000cd0dbf0836c31,POST,/cart,200.0,15.0,83216.0,000cd0dbf0836c31,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 22:20:23.546,INFO,request,97438,method=GET path=/products status=200 latency_ms=174 user_id=77916 request_id=000d12bec784f059,GET,/products,200.0,174.0,77916.0,000d12bec784f059,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 14:59:03.042,INFO,request,46306,method=GET path=/product/21255 status=200 latency_ms=49 user_id=81744 request_id=000dbcbb6b3ad038,GET,/product/21255,200.0,49.0,81744.0,000dbcbb6b3ad038,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 16:01:20.403,INFO,request,53143,method=POST path=/cart status=200 latency_ms=27 user_id=32563 request_id=001087547fbcfe5c,POST,/cart,200.0,27.0,32563.0,001087547fbcfe5c,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 20:24:43.171,INFO,request,87092,method=POST path=/cart status=200 latency_ms=113 user_id=96000 request_id=00110fca4121a81f,POST,/cart,200.0,113.0,96000.0,00110fca4121a81f,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 11:26:38.160,INFO,request,22294,method=GET path=/search status=200 latency_ms=114 user_id=69430 request_id=0011fad1c035dbe2,GET,/search,200.0,114.0,69430.0,0011fad1c035dbe2,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 08:58:48.066,INFO,request,9407,method=GET path=/product/92269 status=200 latency_ms=21 user_id=37013 request_id=001286b2ca7ed2e8,GET,/product/92269,200.0,21.0,37013.0,001286b2ca7ed2e8,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 14:53:57.971,INFO,request,45741,method=POST path=/cart status=200 latency_ms=53 user_id=29216 request_id=001301c865c030a8,POST,/cart,200.0,53.0,29216.0,001301c865c030a8,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 12:05:45.250,INFO,request,26468,method=GET path=/products status=200 latency_ms=22 user_id=92558 request_id=0014735a4b4e4a62,GET,/products,200.0,22.0,92558.0,0014735a4b4e4a62,,,,,,,,,,,left_only,web_only_no_worker
2026-07-02 21:37:11.894,INFO,request,94346,method=GET path=/products status=200 latency_ms=10 user_id=70560 request_id=00182418db82622d,GET,/products,200.0,10.0,70560.0,00182418db82622d,,,,,,,,,,,left_only,web_only_no_worker
